code,name,gender,country_code,country,nationality_long,disciplines,events,birth_date,birth_country,hobbies,occupation,education,family,lang,coach
1928202,FEDOROV Yevgeniy,Male,KAZ,Kazakhstan,Kazakhstan,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",2000-02-16,Kazakhstan,,Athlete,,,"English, Russian",
1928243,ARANBURU Alex,Male,ESP,Spain,Spain,['Cycling Road'],"[""Men's Road Race""]",1995-09-19,Spain,,Athlete,,"Partner, Alaitz Zubiaurre. Brother, Mikel","Basque, Spanish",
1928245,AYUSO Juan,Male,ESP,Spain,Spain,['Cycling Road'],"[""Men's Road Race""]",2002-09-16,Spain,,Athlete,,"Father, Javier. Mother, Susan. Sister, Maria","English, Spanish",
1928247,BENITO PELLICER Mireia,Female,ESP,Spain,Spain,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",1996-12-30,Spain,,Athlete,"Graduated with a Bachelor's degree in Biotechnology, and Master's degrees in Molecular Biotechnology, Biomedicine and Pedagogy from University of Girona (ESP)",,Spanish,
1928255,GARCIA Margarita Victoria,Female,ESP,Spain,Spain,['Cycling Road'],"[""Women's Road Race""]",1984-01-02,Spain,,Athlete,,,"Catalan, English, Spanish",
1928262,LAZKANO Oier,Male,ESP,Spain,Spain,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",1999-11-07,Spain,,Athlete,,,"Basque, Spanish",
1928281,MORA VEDRI Sebastian,Male,ESP,Spain,Spain,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium""]",1988-02-19,Spain,"Animals (especially dogs and horses), supporting Spanish football team Villarreal",Athlete,,,"English, Spanish",
1928283,TORRES BARCELO Albert,Male,ESP,Spain,Spain,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium""]",1990-04-26,Spain,,Athlete,,"Partner, Mar",Spanish,
1928287,CULLELL ESTAPE Jofre,Male,ESP,Spain,Spain,['Cycling Mountain Bike'],"[""Men's Cross-country""]",1999-03-10,Spain,,Athlete,Trained as an electrician,,Spanish,National: Mikel Zabala.<br>Club: Carlos Coloma (ESP)
1928292,VALERO SERRANO David,Male,ESP,Spain,Spain,['Cycling Mountain Bike'],"[""Men's Cross-country""]",1988-12-27,Spain,,Athlete,,"Wife, Sandra. Son, Marco. Father, Francisco. Mother, Mari. Older sister, Vanesa",Spanish,National: Mikel Zabala.<br>Club: Carlos Coloma (ESP)
1928408,ALAGIERSKA Klaudia,Female,POL,Poland,Poland,['Volleyball'],['Women'],1996-01-02,Poland,,Athlete,,"Husband, Mateusz",Polish,National: Stefano Lavarini (ITA)
1928412,CZYRNIANSKA Martyna,Female,POL,Poland,Poland,['Volleyball'],['Women'],2003-10-13,Poland,"Travelling, board games, Netflix",Athlete,,"Father, Bogdan. Mother, Marta. Older sister, Aneta. Older brother, Patrik","English, Polish",National: Stefano Lavarini (ITA)
1928421,JURCZYK Magdalena,Female,POL,Poland,Poland,['Volleyball'],['Women'],1995-10-28,Poland,,Athlete,"Graduated with a degree in Physical Education from National Academy of Applied Sciences (Krosno, POL)",,Polish,National: Stefano Lavarini (ITA)
1928422,KORNELUK Agnieszka,Female,POL,Poland,Poland,['Volleyball'],['Women'],1994-10-17,Poland,Swimming,Athlete,Studied at Higher School of Management and Coaching in Wrocław (POL),,Polish,National: Stefano Lavarini (ITA)
1928424,LUKASIK Martyna,Female,POL,Poland,Poland,['Volleyball'],['Women'],1999-11-26,Poland,,Athlete,,"Mother, Iwona. Older sister, Justyna",Polish,National: Stefano Lavarini (ITA)
1928427,MEDRZYK Natalia,Female,POL,Poland,Poland,['Volleyball'],['Women'],1992-01-13,Poland,,Athlete,,"Son, Stas",Polish,National: Stefano Lavarini (ITA)
1928434,ROZANSKI Olivia,Female,POL,Poland,Poland,['Volleyball'],['Women'],1997-06-05,France,,Athlete,,"Father, Wojciech. Mother, Jarosława","French, Polish",National: Stefano Lavarini (ITA)
1928438,SMARZEK Malwina,Female,POL,Poland,Poland,['Volleyball'],['Women'],1996-06-03,Poland,Hiking,Athlete,,"Mother, Benita",Polish,National: Stefano Lavarini (ITA)
1928440,STENZEL Maria,Female,POL,Poland,Poland,['Volleyball'],['Women'],1998-11-25,Poland,Yoga,Athlete,,,Polish,National: Stefano Lavarini (ITA)
1928441,STYSIAK Magdalena,Female,POL,Poland,Poland,['Volleyball'],['Women'],2000-12-03,Poland,"Tennis, billiards",Athlete,,"Father, Piotr. Older brother, Tomasz","English, Italian, Polish, Serbian",National: Stefano Lavarini (ITA)
1928443,SZCZYGLOWSKA Aleksandra,Female,POL,Poland,Poland,['Volleyball'],['Women'],1998-03-22,Poland,,Athlete,,,Polish,National: Stefano Lavarini (ITA)
1928446,WENERSKA Katarzyna,Female,POL,Poland,Poland,['Volleyball'],['Women'],1993-03-09,Poland,"Spending time with family and friends, singing, dancing",Athlete,,"Older sister, Monika",Polish,National: Stefano Lavarini (ITA)
1928449,WOLOSZ Joanna,Female,POL,Poland,Poland,['Volleyball'],['Women'],1990-04-07,Poland,"Reading, shopping, spending time with friends, movies",Athlete,,"Older brother, Maciej",Polish,National: Stefano Lavarini (ITA)
1928454,LOSIAK Bartosz,Male,POL,Poland,Poland,['Beach Volleyball'],['Men'],1992-05-14,Poland,,Athlete,,,"English, Polish",
1928455,BRYL Michal,Male,POL,Poland,Poland,['Beach Volleyball'],['Men'],1994-10-09,Poland,,Athlete,,"Wife, Monika Blaszczyk-Bryl",Polish,
1928494,TAKACS Boglarka,Female,HUN,Hungary,Hungary,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",2001-08-28,Hungary,,Athlete,"Law at Eotvos Lorand University (Budapest, HUN)",,Hungarian,Personal: Roland Nemeth (HUN)
1928500,EJORE Susan Lokayo,Female,KEN,Kenya,Kenya,['Athletics'],"[""Women's 1500m""]",1995-11-09,Kenya,,Athlete,"Graduated in 2020 with a Bachelor's degree in Psychology from the University of Oregon (USA).</p><p>Graduated in 2017 with an Associate's degree in Medical/Clinical Assisting from Monroe College, NY (USA)","Husband, William Sanders (married 2022). Her father has two wives. One of 12 children","English, Swahili",Personal: Stephen Haas (USA)
1928516,RADOSZ Martyna,Female,POL,Poland,Poland,['Rowing'],"[""Lightweight Women's Double Sculls""]",1991-05-12,Poland,,Athlete,,"Husband, Dariusz. Daughter, Maja",Polish,
1928517,WELNA Katarzyna,Female,POL,Poland,Poland,['Rowing'],"[""Lightweight Women's Double Sculls""]",1994-03-06,Poland,,Athlete,"Studied Physical Education at Academy of Physical Education, Krakow (POL)",,Polish,
1928520,BISKUP Mateusz,Male,POL,Poland,Poland,['Rowing'],"[""Men's Quadruple Sculls""]",1994-02-08,Poland,"Video games, books, movies, sport, animals - especially dogs",Athlete,"Physical Education and Sport at Jedrzej Sniadecki Academy of  (Gdansk, POL)","Wife, Ilona (married October 2019). Son, Antosia (born 2017). One older sister. Two brothers",Polish,National: Aleksander Wojciechowski (POL)
1928529,CZAJA Dominik,Male,POL,Poland,Poland,['Rowing'],"[""Men's Quadruple Sculls""]",1995-08-12,Poland,"Going to the gym, travelling",Athlete,"Received a Bachelor's degree in Management from Jagiellonian University (Krakow, POL) in 2020 and then went on to complete a Master's in Tourism and Sport Management in 2022","Wife, Maria (married September 2022)","English, German, Polish",National: Aleksander Wojciechowski (POL)
1928530,BARANSKI Fabian,Male,POL,Poland,Poland,['Rowing'],"[""Men's Quadruple Sculls""]",1999-05-27,Poland,"Playing computer games, watching basketball",Athlete,"Earth Science and Spatial Planning at Nicolaus Copernicus University (Torun, POL)",,"English, Polish",National: Aleksander Wojciechowski (POL).<br>Club: Krzysztof Gabryelewicz (POL)
1928533,OJELI Ifeanyi Emmanuel,Male,NGR,Nigeria,Nigeria,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",1998-10-10,Nigeria,,Athlete,,,English,
1928538,PIRON CANDELARIO Beatriz,Female,DOM,Dominican Republic,Dominican Republic,['Weightlifting'],"[""Women's 49kg""]",1995-02-27,Dominican Republic,,"Athlete, police officer","Studied Accounting at APEC University (Santo Domingo, DOM)","Husband, Juan Pena Mejia. Daughter, Yamirka Elizabeth (born 2010). Sons, Berlyn Elian (born 2014) and Juan Manuel (born 2021). Father, Augusto Piron. Mother, Kenia",Spanish,"National: Hector Dominguez (DOM), Moreno Martinez (DOM)"
1928547,ALFAQAAN Soaad,Female,KUW,Kuwait,Kuwait,['Rowing'],"[""Women's Single Sculls""]",1991-09-03,,,"Athlete, scientist",,,"Arabic, English",
1928551,ZIETARSKI Miroslaw,Male,POL,Poland,Poland,['Rowing'],"[""Men's Quadruple Sculls""]",1993-03-09,Poland,,Athlete,"Studied International Security at Nicolaus Copernicus University (Torun, POL)",,Polish,National: Aleksander Wojciechowski (POL).<br>Club: Mariusz Szumanski (POL)
1928566,NACHULA Racheal,Female,ZAM,Zambia,Zambia,['Football'],['Women'],1986-01-14,Zambia,,"Athlete, army officer",,Was 10th of 12 children. Father died in 2009. Mother died in 2013,English,National: Bruce Mwape (ZAM)
1928574,ONWUZURIKE Udodi Chudi,Male,NGR,Nigeria,Nigeria,['Athletics'],"[""Men's 200m""]",2003-01-29,United States,"Listening to music. Loves football, his favourite team is Manchester City",Athlete,Studies economics at Stanford University (USA),"Mother, Indira. Father, Chris. Third of four children",English,Personal: Jarius Cooper (USA)
1928585,SANTANA PEGUERO Crismery,Female,DOM,Dominican Republic,Dominican Republic,['Weightlifting'],"[""Women's +81kg""]",1995-04-20,Dominican Republic,Watching TV,"Athlete, police officer","Studied Law at Pedro Henriquez Urena National University (Santo Domingo, DOM)","Husband, Gregory Nunez",Spanish,"National: Hector Dominguez (DOM), Moreno Martinez (DOM)"
1928778,ZUBAID Mohamad,Male,KUW,Kuwait,Kuwait,['Swimming'],"[""Men's 100m Freestyle""]",2008-03-30,,,Athlete,,,,
1928782,VARGA Donat,Male,HUN,Hungary,Hungary,['Athletics'],"[""Men's Hammer Throw""]",2000-04-08,,,Athlete,,,Hungarian,
1928786,CHERUIYOT Reynold,Male,KEN,Kenya,Kenya,['Athletics'],"[""Men's 1500m""]",2004-07-30,Kenya,,Athlete,,,"English, Swahili",Personal: Jacob Langat (KEN)
1928793,DASHTI Lara,Female,KUW,Kuwait,Kuwait,['Swimming'],"[""Women's 100m Breaststroke""]",2004-01-24,Kuwait,,"Athlete, student","Studies Psychology at Wellesley College (MA, USA)",,"Arabic, English",
1928799,VENYERCSAN Bence,Male,HUN,Hungary,Hungary,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1996-01-08,Hungary,Drawing,Athlete,"Studied Law at Eotvos Lorand University (Budapest, HUN)",,"English, Hungarian",Personal Akos Urban (HUN)
1928808,RAKOTOARIMANANA Fabio,Male,MAD,Madagascar,Madagascar,['Table Tennis'],"[""Men's Singles""]",2003-07-24,,,,,,"French, Malagasy",
1928817,WAGNER-GYURKES Viktoria,Female,HUN,Hungary,Hungary,['Athletics'],"[""Women's 5000m""]",1992-10-15,Hungary,,Athlete,,,Hungarian,Personal: Jozsef Babinyecz (HUN)
1928822,CHEPKOECH Jackline,Female,KEN,Kenya,Kenya,['Athletics'],"[""Women's 3000m Steeplechase""]",2003-10-03,Kenya,,Athlete,,"Father, Wilson Chepkes. Mother, Juliana","English, Swahili",Personal: Patrick Sang and Richard Metto (KEN)
1928834,MEJIA PEGUERO Yudelina,Female,DOM,Dominican Republic,Dominican Republic,['Weightlifting'],"[""Women's 81kg""]",1997-06-04,Dominican Republic,,,,,,"National: Mario Castro (DOM), Hector Dominguez (DOM)"
1928842,PEVTSOV Rostislav,Male,AZE,Azerbaijan,Azerbaijan,['Triathlon'],"[""Men's Individual""]",1987-04-15,Ukraine,Computer games,Athlete,Sport Studies at Kharkiv State Academy of Physical Education (UKR),,"English, Russian, Ukrainian",
1928863,SUNDAY Israel Okon,Male,NGR,Nigeria,Nigeria,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",2006-11-11,,,Athlete,,,English,
1928878,DYMCHENKO Diana,Female,AZE,Azerbaijan,Azerbaijan,['Rowing'],"[""Women's Single Sculls""]",1989-09-08,Ukraine,,Athlete,,,"Italian, Russian, Ukranian",Personal: Andrii Derevianchuk (UKR)
1928894,EYAKPOBEYAN Justina Tiana,Female,NGR,Nigeria,Nigeria,['Athletics'],"[""Women's 4 x 100m Relay""]",2006-09-26,,,Athlete,,,English,
1928902,JORUNNARDOTTIR Snaefridur Sol,Female,ISL,Iceland,Iceland,['Swimming'],"[""Women's 100m Freestyle"", ""Women's 200m Freestyle""]",2000-10-31,Iceland,,,Studies at University of Aalborg (DEN),,"Danish, English, Icelandic",Club: Bjorn Soerensen
1928906,RASOANAIVO RAZAFY Aina Laura,Female,MAD,Madagascar,Madagascar,['Judo'],['Women -70 kg'],2004-01-24,Madagascar,"Reading literature, dancing",Student,Studying Physiotherapy at university,"Father, Luc. Mother, Edith Andrianarisandy. Brother, Lucas","English, French, Malgache",Mamy Randriamasinoro
1928916,ONOJUVWEVWO Ella,Female,NGR,Nigeria,Nigeria,['Athletics'],"[""Women's 400m"", '4 x 400m Relay Mixed']",2005-03-25,Nigeria,,"Athlete, student","Pursuing interdisciplinary studies at Louisiana State University (Baton Rouge, USA)","Father, Blessing Emehi Onojuvwevwo. Mother, Monica Emehi. Six siblings (Eloho, Favour, Jason, Moses, Progress, and Stephanie)",English,
1928919,McKEE Anton,Male,ISL,Iceland,Iceland,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",1993-12-18,Iceland,"Outdoors, hiking and spending time with family",Athlete,"Graduated in 2017 with a Bachelor's Degree in Management Information Systems at University of Alabama (Tuscaloosa, AL, USA)","Father, Robert (deceased 2020). Mother, Helga. Brother, Arnar. Sister, Karitas","Danish, English, Icelandic",Club: Sergio Lopez (ESP)
1929156,SVAVARSSON Hakon,Male,ISL,Iceland,Iceland,['Shooting'],['Skeet Men'],1978-01-14,Iceland,"Mountain hiking, hunting, fishing, photography",Carpenter,,"Wife, Birna. Daughter, Emma Karen. Son, Svavar Por","English, Icelandic",Personal: Nikolaos Mavrommatis (GRE)
1929207,LEKAI Mate,Male,HUN,Hungary,Hungary,['Handball'],['Men'],1988-06-16,Hungary,,Athlete,,"Wife, Ramona Kiss. Son, Noe (born 2019). Mother, Olga Juha. Brother, Soma",Hungarian,National: Chema Rodriguez (ESP).<br>Club: Istvan Pasztor (HUN)
1929213,MORILLO Moira,Female,DOM,Dominican Republic,Dominican Republic,['Judo'],['Women +78 kg'],2001-02-15,Dominican Republic,"Eating and hanging out with friends, going to church",Athlete,Bachelor's degree in Business Administration,"Partner, Jose Nova. Father, Jose Morillo. Mother, Maria Polanco. Sisters, Jazmin and Geraldine",Spanish,"Club: Sugoi Uriarte (ESP), Laura Gomez (ESP), Wander Mateo (DOM).</p><p>National: Juancarlos Jacinto (DOM), Osiris Ogando (DOM), Jose Morillo (DOM) - her father"
1929214,BANHIDI Bence,Male,HUN,Hungary,Hungary,['Handball'],['Men'],1995-02-09,Hungary,Fishing,Athlete,,"Wife, Nora Banhidi-Nyarady. Daughter, Bella (born 2022)",Hungarian,"National: Chema Rodriguez, (ESP).<br>Club: Krisztian Kárpati (HUN)"
1929215,NWACHUKWU Dubem,Male,NGR,Nigeria,Nigeria,['Athletics'],['4 x 400m Relay Mixed'],2000-02-08,United States,,"Athlete, student","Received a Bachelor's degree in Computer and Information Systems from Arizona State University (Tempe, USA)","Parents, Ifeema and Patrick Nwachukwa",English,
1929219,FAZEKAS Gergo,Male,HUN,Hungary,Hungary,['Handball'],['Men'],2003-10-31,Hungary,,Athlete,,"Father, Nandor",Hungarian,National: Chema Rodriguez (ESP).<br>Club: Xavi Sabate (ESP)
1929225,TENGUE Terence,Male,CAF,Centr Afric Re,Central African Republic,['Swimming'],"[""Men's 50m Freestyle""]",2005-10-26,,,Athlete,,,,
1929226,PALASICS Kristof,Male,HUN,Hungary,Hungary,['Handball'],['Men'],2002-04-19,Hungary,,Athlete,,,"English, Hungarian",National: Chema Rodriguez (ESP).<br>Club: Miguel Angel Velasco (ESP)
1929228,NATHANIEL Ezekiel,Male,NGR,Nigeria,Nigeria,['Athletics'],"[""Men's 400m Hurdles"", ""Men's 4 x 400m Relay""]",2003-06-20,Nigeria,,"Athlete, student",,"Brother, Samson. Brother, Jeremiah. Sister, Glory",English,Personal: Ben Dalton (USA)
1929250,AKINTOLA Alaba Olukunle,Male,NGR,Nigeria,Nigeria,['Athletics'],"[""Men's 4 x 100m Relay""]",2001-09-14,,,Athlete,br>Studied at Middle Tennessee State University (USA),,English,
1929297,ANDET Tracy Marine,Female,CAF,Centr Afric Re,Central African Republic,['Swimming'],"[""Women's 50m Freestyle""]",2005-10-04,,,Athlete,,,French,
1929428,OKEZIE Chidi,Male,NGR,Nigeria,Nigeria,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",1993-08-08,United States,Cooking Jamaican food,"Athlete, tennis coach","Graduated in 2015 with a Bachelor's degree in Sport Management and in 2018 with a Master's degree in Sport Administration from Hampton University, VA (USA)","Girlfriend, Maya Moore. Daughter, Ava. Father, Moses Okezie (Nigerian). Mother, Carol Morris (Jamaican). Has nine siblings",English,
1929433,VARGAS LEY Mary Dee,Female,CHI,Chile,Chile,['Judo'],['Women -48 kg'],1996-12-07,Chile,,,"Studied Architecture at Pontifical Catholic University of Chile (Santiago, CHI)",,Spanish,"Former coach: Jerome Henric (FRA)<br>Current club coach: Sugoi Uriarte (ESP), Laura Gomez (ESP)"
1929606,RIBERA Maria Jose,Female,BOL,Bolivia,Bolivia,['Swimming'],"[""Women's 50m Freestyle""]",1996-10-28,Bolivia,,Athlete,,"Father, Pedro. Mother, Carmina Pinto",Spanish,
1929613,TANIYEVA Elzhana,Female,KAZ,Kazakhstan,Kazakhstan,['Rhythmic Gymnastics'],['Individual All-Around'],2005-09-06,Kazakhstan,,Athlete,,,Russian,br>National/personal: Aliya Yussupova (KAZ)
1929616,KURBANOV Ruslan,Male,KAZ,Kazakhstan,Kazakhstan,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",1991-09-17,Kazakhstan,Hiking in the mountains,Athlete,"Graduated in Coaching from East Kazakhstan State University, Oskemen (KAZ)","Wife, Yuliya. Son, Tamir",Russian,
1929617,ALIMZHANOV Elmir,Male,KAZ,Kazakhstan,Kazakhstan,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",1986-10-05,Kazakhstan,Spending time with family,Athlete,"Graduated with a degree in Industrial Engineering from Kazakh National Technical University (Almaty, KAZ)","Wife, Nellia. Sons, Ramil (born 2012) and Amir (born 2014). Father, Eldar. Mother, Elina. Brother, Enver (passed away in 2011)","English, Russian",Personal: Eldar Alimzhanov (KAZ) - his father
1929618,SHARLAIMOV Vadim,Male,KAZ,Kazakhstan,Kazakhstan,['Fencing'],"[""Men's Épée Individual"", ""Men's Épée Team""]",1996-12-09,,"Fishing, hiking, hunting",Athlete,"Physical Education at Kazakh Academy of Sport and Tourism (Almaty, KAZ)",,"English, Kazach, Russian",
1929619,SERTAY Yerlik,Male,KAZ,Kazakhstan,Kazakhstan,['Fencing'],"[""Men's Épée Team""]",1998-09-19,Kazakhstan,"Shooting, hiking in the mountains, hanging out with friends, playing board games",Athlete,,,Russian,Personal: Eldar Alimzhanov (KAZ)
1929626,SARYBAY Aigerim,Female,KAZ,Kazakhstan,Kazakhstan,['Fencing'],"[""Women's Sabre Individual""]",1997-02-18,,Watching movies and TV series,,Design at Almaty Technological University (KAZ),,"Kazakh, Russian",National: Oleksandr Torchuk (UKR)
1929684,DELL AQUILA Vito,Male,ITA,Italy,Italy,['Taekwondo'],['Men -58kg'],2000-11-03,Italy,"Spending time with friends, playing tennis, listening to music, watching TV and comic films, photography",Student,,,Italian,National: Claudio Nolano (ITA).<br>Club: Roberto Baglivo (ITA)
1929685,ALESSIO Simone,Male,ITA,Italy,Italy,['Taekwondo'],['Men -80kg'],2000-04-14,Italy,Playing football,Athlete,"Studied Exercise Science at Pegaso Telematic University (Naples, ITA)",,"English, Italian",Club: Francesco Laface
1929686,MATONTI Ilenia Elisabetta,Female,ITA,Italy,Italy,['Taekwondo'],['Women -49kg'],2004-10-25,Italy,,,,,Italian,
1929689,BARRIOS VERA Marcelo Tomas,Male,CHI,Chile,Chile,['Tennis'],"[""Men's Singles""]",1997-12-10,Chile,,,,,,
1929695,LASSO Erika,Female,COL,Colombia,Colombia,['Judo'],['Women -48 kg'],1999-06-23,Colombia,"Music, TV, family time",Athlete,Graduated in Professional Business Administration from the Institucion Universitaria Escuela Nacional del Deporte (National Sports School) in Cali (COL),,Spanish,
